;question
315;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
316;NOM_DE_MEDICAMENT augmente appétit donne envi manger
317;NOM_DE_MEDICAMENT bcg fils 1 mois
318;prends NOM_DE_MEDICAMENT combien temps dure effet rebond décrit notice
319;ludéal gé NOM_DE_MEDICAMENT 100 gé NOM_DE_MEDICAMENT bon ménage
320;prend minidrill due oublier comprimer pa repris voulais savoir si aret mardi comme habitude si prend ts les comprimes
321;souffre difficultés érection quelqu NOM_DE_MEDICAMENT déjà utiliser reméde homéopathique si oui lequel quels résultats
322;NOM_DE_MEDICAMENT âge
323;enceinte sous traitement NOM_DE_MEDICAMENT POSOLOGIE problème
324;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
325;danger NOM_DE_MEDICAMENT long terme
326;comment fonctionne colécalciférol
327;peut proposer NOM_DE_MEDICAMENT pendant grossesse
328;NOM_DE_MEDICAMENT fait grossir
329;passée sous diu NOM_DE_MEDICAMENT maintenant plaques rouges boutons les deux joues que faire
330;combien temps dure les effets indésirables NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
331;peut prendre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT meme temps
332;quels les principes actifs NOM_DE_MEDICAMENT
333;enchaînement plaquettes adépal reprise
334;une patiente traitée NOM_DE_MEDICAMENT crème ovules inquiète car urologue mari NOM_DE_MEDICAMENT préconisé éviter les rapports sexuels pendant traitée NOM_DE_MEDICAMENT éviter affecter les troubles prostatiques mari
335;1 NOM_DE_MEDICAMENT 3 NOM_DE_MEDICAMENT 1 avocardil jr
336;femme utilise NOM_DE_MEDICAMENT depuis 4 mois vient anoncer NOM_DE_MEDICAMENT douleurs sein sens presence petite corps fait mal pouvez dire si ca peux venir pillules NOM_DE_MEDICAMENT
337;termine plaquette désobel g20 dimanche soir vais avoir les règles quelques jours après dire jeudi si rapport sexuels ami pendant cette période quelques jours tout protégée
338;existe coupe fils vendus détail
339;effets secondaires possibles chibroproscar
340;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT forte liaison protéines plasmatiques
341;NOM_DE_MEDICAMENT libido quels effets
342;rejet
343;NOM_DE_MEDICAMENT retard règles sous NOM_DE_MEDICAMENT normal
344;une femme enceinte peut prendre NOM_DE_MEDICAMENT stodal
345;connait remicad
346;mardi vendredi carrement oublier prendre pillules NOM_DE_MEDICAMENT jai fini plaquette dimanche soir encore regles depuis hier soir jai bien mal bas ventre tire impression regles vont arrivés rien pensez risques enceinte 2 oublis
347;peut prendre anxiolytiques temps NOM_DE_MEDICAMENT tomentosa
348;les vitamines cachets font grossir
349;acheté aujourd pot spiruline poudre marque flamant vert sais comment utilisé
350;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT
351;NOM_DE_MEDICAMENT remboursé
352;médecin fait changer pilule actuellement NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT enfin pris dernier comprimé actif hier reste donc les 4 placebo puis commencer NOM_DE_MEDICAMENT aujourd hui
353;est mélatonine remboursable
354;NOM_DE_MEDICAMENT contre hépatite NOM_DE_MEDICAMENT
355;NOM_DE_MEDICAMENT kine prestige c quoi dedans
356;NOM_DE_MEDICAMENT entraine retard règles
357;NOM_DE_MEDICAMENT effets secondaires
358;NOM_DE_MEDICAMENT hyopkaliémie effet indésirable NOM_DE_MEDICAMENT
359;peut écraser les comprimés NOM_DE_MEDICAMENT lp les dissoudre NOM_DE_MEDICAMENT
360;NOM_DE_MEDICAMENT paroxétine perimé e risques connus
361;reaction bizarre NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT allergie
362;NOM_DE_MEDICAMENT nitrique 9 ch indications
363;NOM_DE_MEDICAMENT pilule
364;quel générique NOM_DE_MEDICAMENT
365;NOM_DE_MEDICAMENT peut provoquer dysphonie
366;semaine arret oublié recommencer plaquette suppose vais devoir attendre les prochaines règles recommencer plaquette ca peut prendre temps non
367;puis faire test grossesse 3 semaines après rappor
368;plus diu comporte NOM_DE_MEDICAMENT plus efficacité augmente NOM_DE_MEDICAMENT peut aussi etre toxique femme NOM_DE_MEDICAMENT vraiment aucun risque santé cas exeptionnels
369;piscine après NOM_DE_MEDICAMENT possible
370;sous NOM_DE_MEDICAMENT gé voudrais savoir faut prenne plaquette suivante envers éviter avoir règles
371;quel dosage recommandé NOM_DE_MEDICAMENT
372;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
373;prends NOM_DE_MEDICAMENT depuis 3 semaines pile sens cela fait effet normal quant antidépresseur commence NOM_DE_MEDICAMENT faire effet
374;prise poids NOM_DE_MEDICAMENT 35
375;NOM_DE_MEDICAMENT remboursée
376;est NOM_DE_MEDICAMENT 500 1000 existe comprimés sucer
377;pris NOM_DE_MEDICAMENT fin matinée tout allait bien jusqu NOM_DE_MEDICAMENT soir palpitations effet inndésirable
378;depuis fille prend NOM_DE_MEDICAMENT très excitée dort quasiment NOM_DE_MEDICAMENT respiration très rapide normal
379;NOM_DE_MEDICAMENT prise poids
380;susi fait poser stérilet NOM_DE_MEDICAMENT flexi voici 5 semaines NOM_DE_MEDICAMENT premieres règles depuis pose extremement abondantes fait plusieurs malaises baisses tension cela calme temps
381;fait hier NOM_DE_MEDICAMENT celui gardazil soir possible boive NOM_DE_MEDICAMENT pensez cela dangereux
382;enceinte prends NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT til risques
383;NOM_DE_MEDICAMENT 35 chez patient antécédent embolie pulmonaire
384;NOM_DE_MEDICAMENT régulateur humeur
385;NOM_DE_MEDICAMENT possible pendant grossesse
386;pas de question sur NOM_DE_MEDICAMENT medicament
387;quel risque tomber enceinte cause oubli pilule
388;voila depuis environ 2smaines POSOLOGIE mal o seins pertes blanches picotemments ds bas ventre pensez vs ceci pe etre signes grossesse prends NOM_DE_MEDICAMENT comme pillule
389;prend risques santé cardiaque fertilité deja basse prenant pilule
390;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
391;NOM_DE_MEDICAMENT placebo
392;j habitude prendre NOM_DE_MEDICAMENT souhaite réduire les doses peux couper comprimé 2 4 meme
393;calconel quelqu NOM_DE_MEDICAMENT infos sujet
394;médecin NOM_DE_MEDICAMENT prescrit 40 POSOLOGIE NOM_DE_MEDICAMENT place 20 POSOLOGIE NOM_DE_MEDICAMENT jour pouvant passer NOM_DE_MEDICAMENT prends POSOLOGIE deux qn peut dire les effets mélange
395;bout combien semaines les effets secondaires NOM_DE_MEDICAMENT disparaissent
396;c quoi NOM_DE_MEDICAMENT
397;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT fait perdre poids
398;bonjour voici souci arreté NOM_DE_MEDICAMENT 13 mai donc règles 17 devais donc reprendre 21 medecin NOM_DE_MEDICAMENT fais passer pilule microdosée type NOM_DE_MEDICAMENT commencé prendre 21 mai question sachant èpas pris les comprimés temps les ingérer combien temps protègée dois prendre toute plaquette 28 comprimés merci avance
399;medicament peut melanger NOM_DE_MEDICAMENT ibuprofen
400;est stérilet trop grand peut provoquer effets secondaires
401;sur les feuillets NOM_DE_MEDICAMENT 115 les dépassements exemple bas contentions pris charge charge patient
402;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT les effets 1er jours partent qd
403;NOM_DE_MEDICAMENT gros saignements
404;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT équivalent
405;prends patch NOM_DE_MEDICAMENT depuis plus an environ commis erreur date retirant avant fin semaine 3ieme patch 5 jous trop tôt les risques élevés
406;puis procurer alvocardyl sans ordonnance
407;NOM_DE_MEDICAMENT hoquet peut être provoqué NOM_DE_MEDICAMENT
408;prends NOM_DE_MEDICAMENT depuis 8 jours constate toujours ovulé alors j15 cycle normalement cycles 26 très réguliers cet NOM_DE_MEDICAMENT peut être origine retard psychologique
409;remplacé NOM_DE_MEDICAMENT pdt grossesse
410;NOM_DE_MEDICAMENT dois prendre aussi pendant les règles
411;quand prendre NOM_DE_MEDICAMENT
412;arrêté NOM_DE_MEDICAMENT depus fin mars 2009 ensuite problemes sommeil pertes energies maux tête prise poids suis dépendante NOM_DE_MEDICAMENT
413;faite poser stérilet NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT 6 jours petites pertes sang ça devrait estomper tout seul bout combien temps
414;pris traitement NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT 400 pendant 5 jours viens apercevoir enceinte quel risque bébé
415;médecin NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT 500 soigner grippe enceinte 6 semaines inquiète quant effets foetus
416;combien temps NOM_DE_MEDICAMENT fait effet
417;possible mélanger les injections NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
418;c quoi NOM_DE_MEDICAMENT
419;comment passer NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
420;utilise peau visage NOM_DE_MEDICAMENT prodigieuse nuxe contenant 7 NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT ça pourrait avoir effet efficacite pilule
421;triafermi bien mini pillule
422;complètement oublié pillule or 2 rapports tout suite pris pillule oubliée NOM_DE_MEDICAMENT vraiment risque
423;anesthésie dentaire demandais si pilule contraceptive NOM_DE_MEDICAMENT etait tout meme efficace
424;pense commencer folliculinum aimerais aidiez dire combien
425;NOM_DE_MEDICAMENT dangereux
426;prends stinox depuis années maintenant endors tars normal
427;voudrai avoir renseignement NOM_DE_MEDICAMENT carbonicum
428;petit garçon fait dents semble les granules NOM_DE_MEDICAMENT plus indiquées cependant parviens trouver dilution dosage
429;prend pilule NOM_DE_MEDICAMENT depuis 2semaines impression poitrine NOM_DE_MEDICAMENT déjà grossi plus galbé dure contrairement avant cela va continuer va encore grossir arrêter ls mois venir
430;cycleane 30 libido
431;fait posé stérilet NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT 10 jours toujours saignements depuis très abondant bien rouge normal
432;NOM_DE_MEDICAMENT libido zéro
433;bonjour voilà fait maintenant 3mois 1 2 prend pilule pendant les 3premier mois prenais NOM_DE_MEDICAMENT mal seins bout 3semaines prise alors médecin NOM_DE_MEDICAMENT conseillé autre pilule maintenant prend NOM_DE_MEDICAMENT encore mal seins seulement certaines périodes sais si pilule autre chose responsable merci éclaircir
434;qu pilule NOM_DE_MEDICAMENT gé
435;mucoviscidose vaccins
436;où acheter NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT ultram NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT supeudol NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT vicodin NOM_DE_MEDICAMENT sans ordonnance ligne france internet
437;j encore écoulements après pose stérilet NOM_DE_MEDICAMENT monalisa 5 mini pendant encore combien temps vais avoir
438;prends NOM_DE_MEDICAMENT 35 comment prendre cette pilule ensuite enchaîné 2 plaquettes or fallait marquer pause 7 jours entre deux plaquettes coup sais quoi faire
439;une pharmacienne souhaite savoir si NOM_DE_MEDICAMENT cristers bien générique NOM_DE_MEDICAMENT car NOM_DE_MEDICAMENT différence sels chimiques entre les deux
440;prends NOM_DE_MEDICAMENT commencé samedi fini plaquette vendredi dernier respecte 7jours reprend samedi 10 02 bien ca
441;NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT metallicum quel cas utilisé
442;attrapé mega coup soleil car endormie jardin NOM_DE_MEDICAMENT apres solaire ni NOM_DE_MEDICAMENT puis appliquer homeoplasmine coup soleil
443;NOM_DE_MEDICAMENT troubles vision permanent
444;fait prendre NOM_DE_MEDICAMENT pendant grossesse entraine conséquence bébé
445;NOM_DE_MEDICAMENT nouvelle pilule
446;je sous NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT quel analgésique puis prendre
447;NOM_DE_MEDICAMENT libido
448;bonjour tt monde voilà pri NOM_DE_MEDICAMENT comprimés faire venir règles car causes strees exams déréglé après dernier cachet NOM_DE_MEDICAMENT 10e règles ensuite commencé prendre NOM_DE_MEDICAMENT jusqu plaquette termine règles arrêtées normal contre quand commencé 2e plaquette NOM_DE_MEDICAMENT tout rentré ordre NOM_DE_MEDICAMENT saignement sinon 1autre question risque avoir difficultés avoir 1enfant si prend pilule pendant 1 2 enfant sachant encore grossesse
449;asthme NOM_DE_MEDICAMENT stodal
450;mon gygy NOM_DE_MEDICAMENT donné pillule NOM_DE_MEDICAMENT gé prise 3 jours apres retrait sterilet NOM_DE_MEDICAMENT arrivée NOM_DE_MEDICAMENT fin plaquette regles durant arret repris normalement deuxieme plaquette rien ni regles ni ovulation dois faire
451;savez si NOM_DE_MEDICAMENT fait grossir
452;deuxieme semaine prise pillule oublie 2 jours durant lequel rapports non protegé quand apperçu repris prise pillule comme si rien denouveau saignement 5 jours cette fois ci viens terminer plaquette regle aujourd hui comme si rien etait passer risque grossesse
453;vais acheter NOM_DE_MEDICAMENT lutter contre les rougeurs gland bon choix
454;viens avaler boite entière NOM_DE_MEDICAMENT 7 5 croyez ça peut être dangereux
455;oublie 2 pilules durant deuxième semaines faire
456;puis enchainer deux plaquettes afin éviter régles mois ci
457;voudrais commencer cure NOM_DE_MEDICAMENT b6 entendu dire france prix etait 3
458;quelqu tres angoisée generale aconit peut aider
459;qlaira sécheresse vaginale changer sterilet
460;NOM_DE_MEDICAMENT comment utiliser
461;detoxat comment métabolisé
462;nouvelle homeo NOM_DE_MEDICAMENT demande laisser tomber tous produits homeopathique seule produit netrouve pharmacie naja 200 k quelqu connait
463;parait NOM_DE_MEDICAMENT risque grossesses multiples sous NOM_DE_MEDICAMENT
464;NOM_DE_MEDICAMENT prescrit medorrhinum 3 doses matin horreur pertes marrons rouges cause médicament
465;sous NOM_DE_MEDICAMENT règles terminées NOM_DE_MEDICAMENT 1 semaine mas tjrs légères pertes marrons spottings quoi réalité
466;gelsinuim NOM_DE_MEDICAMENT placebo
467;NOM_DE_MEDICAMENT prévenar réchauffé inefficace plus risqué
468;fait retiré stérilé NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT deux semaines supportant celui ci depuis an demi cela fait deux semaines pertes normale
469;utilise mélodia depuis 2 mois plus regle risque grossesse
470;peut remplacer 1 injection NOM_DE_MEDICAMENT b20 2 injections NOM_DE_MEDICAMENT b10
471;enceinte 3semaines demangeaisons niveau vulve demandais si pouvais utilisee NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
472;je voudrais connaitre date commercialisation NOM_DE_MEDICAMENT contre grippe afin pouvoir vacciner fille plus tot
473;diabétique insulino dépendant médecin NOM_DE_MEDICAMENT presrit NOM_DE_MEDICAMENT antiténanique NOM_DE_MEDICAMENT püis fair injection
474;qu les inhibiteurs pompe proton
475;NOM_DE_MEDICAMENT utilisation NOM_DE_MEDICAMENT grossesse possible
476;petite soeur NOM_DE_MEDICAMENT fait embolie pulmonaire demande si pourrait utiliser NOM_DE_MEDICAMENT
477;quelqu connaît huiles essentielles comment les utiliser NOM_DE_MEDICAMENT choisir tel problème conseils expériences efficacité
478;la prise poids sous NOM_DE_MEDICAMENT effet indésirable
479;bonjour voudrais savoir si femme enceinte NOM_DE_MEDICAMENT déjà pris NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
480;c quoi NOM_DE_MEDICAMENT
481;est possible prendre NOM_DE_MEDICAMENT 200 pendant grossesse
482;arrêté pilule NOM_DE_MEDICAMENT grosses douleurs ventre nausées mal crane voudrais savoir si effet pilule
483;aimerais savoir si quelqu sait bout combien temps pilule NOM_DE_MEDICAMENT efficace
484;arrêté cycléane 20 NOM_DE_MEDICAMENT 4 ans là attends règles pouvoir reprendre voudrais savoir combien coûtent les 3 plaquettes maintenant
485;arrêter reprendre NOM_DE_MEDICAMENT dangereux
486;prends NOM_DE_MEDICAMENT oublie prendre comprime milieu plaquette quand fini celle ci NOM_DE_MEDICAMENT 11 jours reds pensez puisse etre enceinte
487;pris NOM_DE_MEDICAMENT j3 j7 là j15 ça tire les ovaires quand marche cela signifierait enceinte
488;NOM_DE_MEDICAMENT prise poids
489;pensez peut être accro NOM_DE_MEDICAMENT traitée médicament problème plus temps passe plus prend essayé arrêter prendre souvent irritable recommencé reprendre
490;surdosage NOM_DE_MEDICAMENT
491;NOM_DE_MEDICAMENT
492;NOM_DE_MEDICAMENT quoi servent les protéines
493;est les effets secondaires NOM_DE_MEDICAMENT rares
494;que penser prescription NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT aérosol médecin généraliste urgence
495;que traite NOM_DE_MEDICAMENT vera
496;4ème rappel NOM_DE_MEDICAMENT nécessaire
497;viens apprendre enceinte savez si peux poursuivre NOM_DE_MEDICAMENT
498;cycléane 20 fait grossir
499;NOM_DE_MEDICAMENT enceinte
500;NOM_DE_MEDICAMENT partir combien temps après arrêt anovulant les menstruations reviennent elles
501;bonjour voilà sous pilule optidtil depuis quelque mois mois derniers oubli 3 jours jai fais test grossesse tous négatifs voilà soir NOM_DE_MEDICAMENT 24 ème jours cycles devrais avoir règles dimanche rendu compte échangés hier dernier comprimés jaune comprimés placebo soir donc pris comprimés jaune NOM_DE_MEDICAMENT risque grossesse
502;NOM_DE_MEDICAMENT quelqu connait dépendance NOM_DE_MEDICAMENT POSOLOGIE anti cholestérol
503;bonjour souhaiterais savoir auprès ceux comme développé accoutumance NOM_DE_MEDICAMENT nasales effet rebond quelle durée moyenne retrouver nez débouché après arrêt médicament résumer histoire fort commune beaucoup autres accros vasoconstricteurs NOM_DE_MEDICAMENT environ 5 ans développé première accoutumance NOM_DE_MEDICAMENT nasales rhinospray après an accoutumance pris rdv chez orl NOM_DE_MEDICAMENT prescrit NOM_DE_MEDICAMENT corticoïde nasal cela plutôt bien fonctionné rechuté quelques mois après alors repris 3 ans plus tard rdv chez orl NOM_DE_MEDICAMENT aussi prescrit NOM_DE_MEDICAMENT effet escompté rendez accoutumance bien plus longue première fois rapidement abandonné ceux addiction savent quel point pénible vivre nez bouché les maux tête accompagnant mardi 24 mars 20h décidé mettre fin addiction NOM_DE_MEDICAMENT nasale évidemment les 24 premières heures très pénibles notamment les maux tête petit petit supportable NOM_DE_MEDICAMENT heure actuelle 4e jour arrêt bien narine dégagée 90 toujours autre narine complètement bouchée depuis début failli nombreuses fois rechuter déboucher prends temps autres lorsque respiration devient difficile décongestionnant nasal oral cause ni entretient rhinite médicamenteuse effet assez limité tout ceci revenir question initiale quelle durée moyenne retrouver nez complètement débouché après arrêt médicament dis aussi après toutes années peut être plus possible entièrement dégagé merci avis
